"","SITE","YEAR","SEASON","sd_TEMP","TEMP_C"
"451","SCTW","2015","COLD",0.95419499357808,15.3960643706437
"452","SCTW","2015","WARM",2.22018064182865,19.2527765107664
"453","SCTW","2016","COLD",0.710443036167572,14.5436858915964
"454","SCTW","2016","WARM",1.96923583584594,17.6122503886234
"455","SCTW","2017","COLD",0.90504450666024,13.9101754934306
"456","SCTW","2017","WARM",1.56978811888113,17.8277058992806
"457","SCTW","2018","COLD",1.10037921977962,14.214934996527
"458","SCTW","2018","WARM",1.9081852610477,18.7612651493353
"459","SCTW","2019","COLD",0.687848767506588,14.2861060321606
"460","SCTW","2019","WARM",1.44151716642514,17.6186265797392
"461","SCTW","2020","COLD",0.595916648274782,14.3787932318801
"462","SCTW","2020","WARM",1.49852928255788,17.7943082542187
"463","SCTW","2021","COLD",1.06960531240533,14.0470924293311
"464","SCTW","2021","WARM",1.34391402595299,16.8933621933622
"465","SCTW","2022","COLD",0.92924827885787,13.7271882380181
"466","SCTW","2022","WARM",1.66869627723506,17.1909537758543
"467","SCTW","2023","COLD",0.260514743566623,13.6988470945021
